wert	haeufigkeit
Ehbrecht	1
Nachtschatt, Ingrid	1
Vazquez Maure, H.	1
Werle, Dirk	1
Maréchal, T.	1
Alayev, Enrid Borisovich (1925-)	1
Ammann-Hemmeler, Margit	1
Bohra, Danmal M. (1942-)	1
Briend, A. M.	1
Fell	1
Frank, Georgie	1
Geppert, Fritz (1906-)	1
Helmert, Ulrich	1
Hoffmann, H. J.	1
Pearce, Don	1
Milting, Annelies	1
Martin Municio, D. Angel	1
Schulte, Birgit	1
Torroja Memendez, José Maria	1
Vietig, Karsten	1
Weber, Agnes	1
Holt-Jensen, Arild (1937-)	1
Matrai, Miklos	1
Plangemann, Rolf	1
Ruano	1
Wilcox, David T. R.	1
Jacob-Thaihades, Dominique	1
Göltner, Georg	1
Telbis	1
Bobek-Fesl, Maria (1933-)	1
Martin, Geoffry	1
Steinke, Gertraude	1
Asmus, Ralf Rüdiger (1929-)	1
Bürgener, E.	1
Dörrstock, Rolf (1938-)	1
Hauser, Norbert	1
Hoffmann, I.	1
Petrowitz, Walter (1925-)	1
Limbach, Editha	1
Marquardt-Kuron, Arnulf	1
Zylka, Renate	1
Leibiger, Barbara	1
Hake, Edelgard von	1
Cottage, Rosemary	1
Odenkirchen, I.	1
Meynen, Josef (-1938)	1
Czempiel, Irene	1
Kickton, Ingrid	1
Schnitzler, Heinz	1
Haase, Ina	1
Geese, Ortwin	1
Mellmann, Bernward	1
Saucy, Christoph	1
Kolander, Volkhard	1
Warthmann, Dirk	1
Halfmann, Bernd	1
Reichelt, Mathias	1
Hoppe, Gudrun	1
Otten-Rühl, Margret	1
Radermacher, Heinz	1
Roelen, Marianne	1
Schmidt, Norbert	1
Bagus, Thomas	1
Brendel, Marita	1
Dechêne, Ursula	1
Steingrobe, Angelika	1
Drees, Gabriele	1
Bornefeld, Roland	1
Diesmann, Anette	1
Lindenau, Manfred	1
Reifferscheidt, Gertrud	1
Sloane, Danny	1
Specht, Jutta	1
Sradomski, Rita	1
Thelen, Cilly	1
Bunse, Wilhelm	1
Diedrichs, Monika	1
Ernst, Gudrun	1
Abt, Eduard	1
Hansmann, Elke	1
Kleinert, Marita	1
Knechtges, Gabriele	1
Weiss-Kuka, Helga	1
Brand, Erika	1
Dederichs, Katharina	1
Simonis, Hildegard	1
Deis, Rainer	1
Hahn, Friedrich-Rudolf	1
Herden, Wilfried	1
Lange, Ursula	1
Stausberg, Angela	1
Uerscheln, Hermann	1
Schoop, Jochen	1
Eiler, Bernd	1
Böcher, Klaus	1
Reimann, Christine	1
Rübenthaler, Rita	1
Stumpf, Monika	1
Teworte, Maria	1
Kusch, Christine	1
Vandenberg, Heinz	1
Passin, Klaus	1
Dordel, Hans-Jürgen	1
Hohnhold, Manfred	1
Keemss, Horst	1
Medenus, Ellen	1
Ruppert, Helmut	1
Bachmann, Hans-Jürgen	1
Matzerath, Sylvia	1
Baldus, Günter	1
Beißbarth, Rosemarie	1
Becher, Hans Ludwig	1
Berg, Ewald	1
Burghard, Renate	1
Habbel, Ursula	1
Hecker, Erns-Georg	1
Korte, Norbert	1
Lütte, Margret	1
Wölker, Christel	1
Potreck, Werner	1
Rese, Marietta	1
Zimmer, Manfred	1
Schmücker, Gertrud	1
Stamm, Monika	1
Rumler, Hanne	1
Brudermanns, Johannes	1
Grau, Anette	1
Buhrmann, Heidrun	1
Fischer, Karin	1
Kadiri, Enajatullah	1
Ley, Birgit	1
Schnitzler, Hildegard	1
Wahle, Ingrid	1
Thelemann, Monika	1
Freytag, Friedrich	1
Poensgen, R.	1
Hallbauer, Klaus	1
Knuth, Herbert	1
Handschuh, Klaus-Dieter	1
Henka, Heidemarie	1
Dombrowski, Hartmut	1
Hoffmann, Sigrid	1
Vollert	1
Strassburger, Ralph Beaver	1
König, J.V.	1
Bachmaier, Gertrud	1
Fürst, G.	1
Bartels, W.	1
Brand, Peter Wilhelm	1
Schütte, Bernd	1
Burhenne, W.	1
Müller-Haeseler, Wolfgang	1
Schenck, Gerhard	1
Höwing, Horst	1
Holz, W.	1
Wittekindt, Peter R.	1
Höhmann, Ernst	1
Batakliev, Todor	1
Rutz, Hildegard	1
Broicher, H. A.	1
Quicke, F.	1
Bernhard, Heinz	1
Idler	1
Altmann, Frédéric E. Werner (1918-)	1
Holberg, Jan	1
Baertschy, E.	1
Schmook, Ger	1
Morgensen, Krarup A.	1
Bonzek, Werner	1
Weittenhiller, Charles R	1
Kanowski	1
Smollak	1
Burkersroda	1
Solari, Monique	1
Echternach, P.W.	1
Kaufmann, K. L.	1
Frobboese, Käthe	1
Driest	1
Meynen, Georg	1
Elster, Martin	1
Buchheit, Gert	1
Reu	1
Brügger, F. J.	1
Fehling, Erna Margarete	1
Thomsen, Hans Sylvain	1
Hansen, Viggo	1
Vlassenbroeck, W.	1
Schuler, Peter Johannes	1
Holbach, Rudolf	1
Stibbe, Hugo	1
Pognon, Edmond	1
Horner, Arnold A. (1946-)	1
Lesaar, Bernhard	1
Larnoe, G.	1
Musall, Heinz	1
Büttner, H.	1
Caulier-Eimbcke, Guenther	1
Nowakowski, Georg	1
Soeken	1
Simon, Bessie H.	1
Schöner, Ludwig	1
Seitzer	1
Sting, Heinz (1904-)	1
Wurmeling, Franz	1
Marsh, Elmo A.	1
Zinnkann, Heinrich	1
Davis, D.G.	1
Gumppenberg, Levin	1
Bernatzky, Aloys	1
Ehemann, Kurt	1
Kayser, Marie-Luise	1
Penigey-Szabo, Josef	1
Roth, Käthe	1
Seidlmaier	1
Schmitt, Liselotte	1
Christiansen, Henry E.	1
Mentzen, Ferdinand	1
Johnson, Palmer O.	1
Wales, A.P.	1
Doll, Marcel	1
Einig, Herbert	1
Fraling, Anna-Katharina	1
Hennig, Hildegard	1
Reufel, Josef (1909-)	1
Sundermann, Friedrich Karl	1
Netzer	1
Crkvencic, Ivan (1923-)	1
Ruthsatz, Barbara	1
Hasler, Jörg	1
Debus, J.	1
Barck, Michael-Martin	1
Belbin, Stephen	1
Filizola, Heloisa Ferreira	1
van de Graaff, Robert Henri (1932-)	1
Möncke, Achim	1
Ohmori, Hiroo	1
Rösner, Ulrike	1
Sala, Maria	1
Thorne, Colin (1952-)	1
Walsh, Rory	1
Valentin, Ingrid	1
Singh, Savindra	1
Meis, Regina de	1
Scherer-Hall, Richard	1
Schmitz, Helge (1942-)	1
Steinhäuser, Karin	1
Achenbach, Wolfram	1
Anand, Gertie	1
Bärlocher, Paul	1
Baresel, Susanne	1
Beer, Annemarie	1
Beigel, Peter	1
Berkner, Peter	1
Besslein, J.	1
Bicher, Fritz	1
Böhrer, Erika	1
Brecht-Erlmeier, Ingeborg	1
Brück, Karla	1
Bundschuh, Hubert	1
Csáki, Norbert	1
Decker, Rolf	1
Färber, Georg	1
Fotakiewa, Emilija	1
Grosvalds, Johanna Karolina (1912-)	1
Hanusch, Hildegard	1
Hoegsberg, Donald K.	1
Höhl, Eckhard	1
Hügerich, Hermann	1
Kaiser, Liselotte	1
Kaushic, S. D.	1
Keit, Klara [vermutlich]	1
Lingl, Alfred	1
Mahlendorff, Siegfried	1
McKenzie, Helen	1
Mc Nally, Gertie	1
Nettekoven, Gertrud	1
Pédelaborde, Pierre	1
Pfändtner, Brigitte	1
Rauch, Paul	1
Rempel, W. I.	1
Reschke, Roland	1
Rücklin, Gertrud	1
Sander, Ulrich	1
Schalich, Günther	1
Schuylenborgh, Jan van	1
Schwarz-Langer, Christine	1
Spreitzer, Marlene	1
Stich, Therese	1
Stone, Kirk (1914-1997)	1
Thiemann, Käthe	1
Wais, Marieluise (1937-)	1
Wallmüller, Ludwig (1891-1971)	1
Wiegand, Gottfried	1
Wierlacher, Alois [vermutlich]	1
Williams, William Morgan	1
Wrobel, Hans	1
Zangenberg, F.	1
Adams, Raymund	1
Falkenstein, Hildegard	1
Falkenstein, Kurt	1
Schenkl, Joseph	1
Grupp, Alfons	1
Schweinfurt, ...	1
Kraemer,...	1
Lamprecht, ... (Ehefrau)	1
Leicheny, Josef	1
Logan (Familie)	1
Schulz-Keppelmann, Heinrich	1
Schweger, Wilhelm	1
Seuffert, Iris	1
Steinleeder, H. J.	1
Sultal, B.	1
Wollmar, S. W.	1
Wefelscheid, L.	1
Buschan, R.	1
Geißler, ...	1
Lindke, C.	1
Richert, ...	1
Drewes, ...	1
Beischer, Gudrun	1
Dathe, Eva	1
Henzler, Siegfried	1
Köttgen, Mechthild	1
Kruppke, Christiane	1
Küfer, Christa	1
Löffler, Volker	1
Rupprecht, Wolfram	1
Scheffel, Margrit	1
Schüller, Karlheinz	1
Sturm, Rolf	1
Thomä, Gabriele	1
Trümper, Hans	1
Wüstrich, Brigitte	1
Karennavar, M. F.	1
Brauer, Paul	1
Koppen, L.	1
Wittig, Karl-Heinz	1
Schumann, ... von	1
Wittschell, Leo	1
Dege, Waltraut	1
Apel, Hein	1
Braukhaus, Josef	1
Brunner, Hans	1
Burchard, Elisabeth	1
Dege, Heinrich (-1958)	1
Dege, Herman E.	1
Dick, Elisabeth	1
Epple, Uli	1
Hackenberg, Winfried	1
Hamels, ...	1
Hörl, Fritz	1
Jonas, Herbert	1
Lagemann, Werner	1
Rauschert, Hermann (1903-1991)	1
Rieffert, Johanna	1
Schlösser, Werner	1
Stemper, Henry	1
Strecker, Alfons	1
Temme, Ernst	1
Teichmann, Albrecht	1
Tiedemann, Karl-Heinz (1925-1984)	1
Unsel, Eva-Maria	1
Vesper, Hans Egon	1
Völk, Philipp	1
Vollmann, Hermann	1
Wenzel, Adalbert	1
Groschupf, Erika	1
Stüver, Gerhard [vermutlich]	1
Bertram, Clemens	1
Denker, Jürgen	1
Hackenberg, W.	1
Helk, J. V.	1
Hoss, Karl	1
Jensen, Louis A.	1
Jerstad, Finn	1
Jørgensen, C. A.	1
Kibel, Eva	1
Kristiansen, Knud	1
Larsen, Ole L.	1
Lentz, Nora	1
Plüss, Peter	1
Reiring, Hugo	1
Rohlwink, Carola	1
Schenkel, Wilhelm	1
Stuber, Kathrin	1
Thomass, Charles W.	1
Töppner, Rudolf	1
Waeny, Rosemarie	1
Zölzer, Friedrich	1
Absmeier, Werner	1
Backes, Rudolf	1
Barthelmeh, Jutta	1
Bertram, Karl-Dieter	1
Birke, Bruno	1
Braun, Eberhard	1
Braun, Franz Josef	1
Cho, Dong-Kyu	1
Dohle, Wilhelm	1
Dohm, Hans Günter	1
Dreger, Robert	1
Ehrich, Waltraud	1
Eui-jin, Jun	1
Fechner, Felix	1
Fleige, Heinrich L.	1
Flocke, Renate	1
Frandsen, Torben	1
Friedrich, Cornelius	1
Gelinsky, Andreas	1
Gelinsky, H.	1
Gentrup, Thea	1
Geschefsky, Gaby	1
Hansen, Karl-Justus	1
Heddendorp, Hermann	1
Hoffmann, Christa	1
Huljus, Hannes B.	1
Kleinschmidt, Th.	1
Kreutzer, Gerd Wilhelm	1
Liebe, Manfred	1
Lyczywek, Andreas	1
Maaß, Wilfried	1
Marzi, Erika	1
Meerkamp, W.	1
Mussche, Marie Paul	1
Ness, Einar	1
Palberg, Margot	1
Paulsen, Carola	1
Pedersen, Margit	1
Pfretzschner, Günther	1
Ponthöfer, Lore	1
Reuschel, Eugen	1
Reithaar, Alwin	1
Rüppel, Uwe	1
Rutkowski, Karl	1
Sanders, Gudrun	1
Seiler, Barbara	1
Stirnberg, Walter	1
Timmerbeil, Rita	1
Uhlig, Siegfried	1
Wenzek, Herta	1
Woitsch, Otto	1
Elpons, Georg von	1
Grünberger, A.	1
Lack, Eva	1
Woern, Heinz (-1962)	1
Gerstmann, Rob.	1
Meyer, Dieter E. (1926-1982)	1
Ledermann, Carl Ludwig (1875-1958)	1
Knuth, Reinhard Gustav Paul (1874-1957)	1
Markötter, Erika	1
Nitzelius, Tor	1
Best, ... [vermutlich]	1
Hodapp-Hammer, Eva	1
Hass, Ulrike	1
Hettner, Christian [vermutlich]	1
Patz, Hedwig	1
Schulz, Waldemar	1
Stolz, Otto	1
Woll, Hubert	1
Ott, Ika	1
Thomas, Gertrud	1
Lothhammer, Volker L.	1
Thierer, Hildegard	1
Mariarcher, Andreas	1
Schmitz, Walther	1
Metrand, V. d.	1
Schwab, W.	1
Haak, Reinhard	1
Richard, J. J.	1
Bessire, P.	1
Wieklein, Herbert	1
Reiche, Armin	1
Wolf, Alfred	1
Nitzsche, Ottomar	1
Lehmann, Dora	1
Buchmann, Renate	1
Jacob, Christine	1
Kliche, Margit	1
Knorr, Erika	1
Becke, Isolde	1
Morwitz, Sigrid	1
Kinast, Ingeborg	1
Palme, Otto	1
Zill, W.	1
Boulard, M.	1
Danert, ...	1
Golle, Marlis	1
Haln, Gudrun	1
Haubner, Fritz	1
Hünigen, E.	1
Krintschik, A. F.	1
Slatkin, Ja. E.	1
Liebeskind, Edith	1
Konschin, M. D.	1
Allmann, Adam	1
Schinkel, Hans-Georg	1
Katt, W.	1
Wittig, Max	1
Belger, Elisabeth	1
Büst, ...	1
Geißler, Karl	1
Haberhaufe, Otto	1
Haberhaufe, Annemarie	1
Kaufeldt, Ruth	1
Leyh, Harald	1
Arlt, Käthe	1
Baasch, Martha	1
Friese, Otto	1
Karolus, Fritz	1
Küfner, ...	1
Möller, Klaus-Peter	1
Deuticke, ...	1
Krägelin, ...	1
Grenda, ...	1
Kersten, Max	1
Rellum, R.	1
Schier, Hilde	1
Übert, Lieschen	1
Zimmermann, Oscar (1875-)	1
Wießner, Herbert	1
Eisengräber, ...	1
Hanauer, E.	1
Krenek, Margarete	1
Slottko, Marie	1
Fritschke, Karl	1
Kunze, Rolf	1
Garajewskaja, L. S.	1
Lammek, ...	1
Peukert, ...	1
Richter, Käthe	1
Ullmann, F.	1
Wallner, Rudolf	1
Deutschmann, S.	1
Schumann, Lotte	1
Schiestl-List, U.	1
Kaiser, Margarete	1
Kneiß, Erhard	1
Dietze, L.	1
Wolkow, N. M.	1
Große, Moritz	1
Köth, Anna	1
Gawrilowa, Seraphima	1
Blobel, ...	1
Sarushkaja, ...	1
Terra, G. J. A.	1
Matylis, Siegfried	1
Müller-Pohl, Hertha	1
Kruschke, Famile : 20. Jh.	1
Buhlmann, Otto	1
Mescherikov, J. A.	1
Kölblin, F.	1
Sworikin, Cirill	1
Gollberg, Achim	1
Matrei, Imre	1
Maergois, Serguschew	1
Höger, Dorothea	1
Höger, Alois (-1964)	1
Stahlmann, Milly	1
Hurska, Kveta	1
Mucher, Ludmil	1
Ruler, Walter	1
Willats, Rosalind	1
Baumgarten, Kurt	1
Landgraf, ... (1901-)	1
Zemlinsky	1
Cebotarova, ...	1
Trommer, ...	1
Petr, Josef	1
Hustelt, J.	1
Chen, T. H.	1
Panzer, Ursula	1
Gulacs, Konrad	1
Schmidt, Dieter A.	1
Ludwig, Renate	1
Wollmann, Gertraud	1
Theuerkorn, ...	1
Fritzsche, Waltraut	1
Gentzsch, Rolf	1
Spindler, Ruth	1
Kertzscher, Wolfram	1
Rytz, Peter	1
Ivanovna, Lidija	1
Müller, Gertraud	1
Zetzmann, Karyn D.	1
Zetzmann, Gerhard	1
Heinecke, Marion (1941-)	1
Isherwood, F.	1
Moschner, E.	1
Müller, Claus	1
Bernhardt, Esther	1
Williams, Paul J. (1932-)	1
Fanghänel, ...	1
Imming, W.	1
Giegner, Lothar	1
Grieger, Gertrud	1
Jersch, Jutta	1
Zillmann, G.	1
Drescher, Artur	1
Gentsch, Gerda	1
Lamprecht, Anne-Marie (1905-)	1
Seidel, W.	1
Puente, Juan de la	1
Benninghoff, Anne-Marie	1
Hein, Dorothea	1
Knowles, Ingram	1
Knowles, Rose	1
Ledel, Angela	1
Meyer, Hans-Friedrich	1
Plattner, Alejandro	1
Sternberg, Hilgard O´Reilly (1917-2011)	1
Neumann, Elke	1
Neumann, Monika	1
Schmieder Elliot, Andrea Fabiane	1
Dierking, Hilde	1
Wy, Herbert	1
Wodak, Familie : 20. Jh.	1
Haupt, Gustel	1
Burek, S. [vermutlich]	1
Hengst, ...	1
Blum, Ilse	1
Blum, Helmut	1
Schlenger, Edith	1
Schnauer, Heinrich	1
Schrader, Wilhelm	1
Schrader, Berta	1
Husain, Mohammed Ata	1
Lauer, Georg [vermutlich]	1
Hoffmann, Willi	1
Ballhausen, Hermine	1
Lauer, Hiltrud	1
Moor, Familie : 20. Jh.	1
Schlie, Ursula	1
Liedtke, Gottfried	1
Daehncke, ...	1
Saucken-Loschen, Adrian von	1
Saucken, Marie-Luise von	1
Pirscher, Otta von (-1962)	1
Kortzfleisch, Ingrid von	1
Kortzfleisch, Bernhard von (1923-)	1
Wohlleben, Marie-Luise	1
Wohlleben, Klaus	1
Dangelmaier, Bernd	1
Christ, Lieselotte	1
Saucken, Irmgard von	1
Saucken, Karin-Elisabeth von	1
Lüßenhop, Rainer	1
..., Elke	1
Kurowski, Familie : 20. Jh.	1
..., Elsa	1
Seydlitz, D.	1
Gobbeli, C.	1
Rettiek, A.	1
Mond, Traude	1
Wilhelmy, Ute	1
Kremer, Elisabeth	1
Gercke, Annemarie	1
Bidder, Eva	1
Blümel, Fritz	1
Burgdorf, Lotte	1
Cramer, W.	1
Dillmeier, ...	1
Elser, Hildegard	1
Gorska, Marie von	1
Hahmann, W.	1
Heinhold, ...	1
Heinrich, Helga	1
Hendrich, Cläre	1
Karle, ...	1
Keyser, August	1
Killenberg, E.	1
Kobbert, Ernst [vermutlich]	1
Lehmann, Emma	1
Martin, Ernesto	1
Meiboom, Siegmund	1
Mendrzyk, Margarete	1
Mitzka, Wolfgang	1
Otto, Else (-1925)	1
Pothe, Otto [vermutlich]	1
Potenberg, Fr.	1
Radek, ...	1
Reichel, Benno	1
Rieser,...	1
Rohde, Kurt [vermutlich]	1
Streibel, ...	1
Süsskind, ...	1
Ungerer, Heinrich	1
Weymarn, Constantin von	1
Anstett, Otto	1
Benack, Hansgeorg	1
Birth, Gretel	1
Birth, Lothar	1
Bludau, ...	1
Böckel, ...	1
Borrmann, Kath...	1
Bradmann, A.	1
Brandenburg, Horst	1
Brandt, Trude	1
Bunde, Willi	1
Claasen, Johanne	1
Diederich, Maria	1
Dommank, Lydia	1
Engelmann, E.	1
Föge, Anneliese [vermutlich]	1
Gassmann, Hugo	1
Geldern-Crispendorf, Charlotte von	1
Glagau, Margarete	1
Göhrs, Jürgen	1
Hein, Astrid	1
Hill, Herbert	1
Hövelhaus, A.	1
Hundertmark, Edeltraut	1
Junge, Heinrich	1
Kauer, Raimund	1
Kiesow, Hans	1
Kirchhefer, W.	1
Knapp, ...	1
Kries, ... von	1
Kurschat, Marie-Louise	1
Leichter, Herbert	1
Lindow, Margarete	1
Ludt, Ursula	1
Maier, Theodor	1
Martins, F.	1
Masuch, Joachim [vermutlich]	1
Kirbis, Wolfgang	1
Niwczyk, ...	1
Oetjen, Georg-Wilhelm	1
Oetjen, Wilhelmine	1
Ortmanns, Wilhelm	1
Pape, Helga	1
Pechel, Waltraut	1
Roseau, Hilde	1
Ross, Kurt [vermutlich]	1
Rusche, Albert	1
Salewski, ...	1
Scheessel, Hella	1
Schurig, Paul	1
Seidel, L.	1
Siching, Hans-Hermann [vermutlich]	1
Tiemann, Fritz	1
Varnis, Werner	1
Nordmeier, Günter	1
Austad, Ivar	1
Gohr, Eugen	1
Lian, Olaf	1
Neve, ...	1
Wenk, ...	1
Degner, Gertrud	1
Wellck, Albert	1
Worst, Helmut	1
Zerulli, Emma	1
Radke, Helga	1
Graehling, Edith	1
Hauerburg, ... von	1
Manteuffel, Dorothea von	1
Singer, H. [vermutlich]	1
Paech, Marianne	1
Ziegenbalg, Martha	1
Kühne, Johanna	1
Wittich, Marianne	1
Ziegenbalg, Oscar	1
Lau, Christa	1
Tiedtke, Gotlinde	1
..., Alla	1
Lau, Emil	1
Pommeranz, Ruth	1
Seidel, Marga	1
Viette, Therese	1
Prawitz, Elisabeth	1
Weinberger, Elisabeth	1
Menzel, Heinrich	1
Hager, Anni	1
Sartorio, Achim	1
Jeikner,	1
Flierl, Friedrich	1
Pfeiffer, Erich (1886-)	1
Petersen von Wowern, Dora (1950-)	1
Zeumer, Bruno	1
Zeumer, Selma	1
Hiehl, Hani	1
Fuchs, Friederose	1
Richter-Laubegast, R.	1
Naumburger, Alwin	1
Swoboda,	1
Pahlitzsch, Theodor	1
Naumburger, Lina	1
Kaliske, Helene (1962-)	1
Bongers, Paul	1
Steglich, Else	1
..., Gunilde	1
Erler, Ruth	1
Gesell, Leonore	1
Kanzler, Kurt	1
Taube, Arnold	1
Menzel, Rosemarie	1
Liscovius, Bärbel	1
Lademann, Peter	1
Oest, Wilhelm	1
Kraft Mo, Jorun (1949-)	1
Leith, Claire	1
Menzel, Karoline Sophie	1
Solis, Felipe (1944-)	1
Ottenbacher, Richard	1
Despalles, Francoise	1
Henn, Carl	1
Vettese, Angela	1
Weaver, Nancy	1
Collado, Jesus-Antonio	1
Wang, Carlo Shou-Chung	1
Herrmann, Michael (1944-)	1
Crodel, Paul Heinrich	1
Bühl, K.-Rainer	1
Borella, Francois (1932-)	1
Weisenfeldt,	1
Stüber, Burkhard	1
Sándor, István	1
Wunderlich, Herbert	1
Gaber, Sayed	1
Göhlich, André	1
Jereb, Gábor	1
Braune, Fritz-G.	1
Tagg, Philip	1
Dumonceaux, Pierre (-1984)	1
Milburn, Gerard J.	1
..., Philipp	1
Matzath	1
D..., Gustave	1
Stroehlin, Bertha	1
Lenge, Johann Christian August	1
Nelson, Mary Carroll	1
Ritz, Hans	1
Svoboda, Milan	1
Cascione, Maria Teresa	1
Storm, Regina	1
Carl, Hanna	1
Brambilla Bruni, Laura	1
Gödecken, Horst	1
Oser, Elisabeth	1
Weiss, Hans U.	1
Voelckers, Hermann	1
Pinkernell, Gerd (1937-)	1
Hamelberg, Gabriel	1
Steinbach, Marion (1963-)	1
Gutter, Malcolm D.	1
Borgeest, Claus (1922-)	1
Bruncev, V. A.	1
Haensli, Ernst	1
Bertold, Franz	1
Remesal, Agustín (1947-)	1
Meter, Helmut	1
Hefti, Paula	1
Sanner, K. W.	1
Glaser, Per-Ivar	1
Schneider, Klaus Dieter	1
Ballon, Gabriele	1
Viesel, Stefan	1
Schwens, Ute (1959-)	1
Niessen, Louise	1
Wilde, J.	1
Bluth, Siegfried	1
Thurmann, Hermann	1
Heuline, Ph.	1
Friesen, Charlotte	1
Meltzer, Johanna Christiane	1
Tschirdewagen, Tobias	1
Maticka, Marijan (1942-)	1
Haberich, Franz-Josef	1
Gutzeit, Hedwig	1
Bailly-Meyer, E.	1
Schoeberlein, Elisabetha	1
Moosdorf,	1
Baboin de la Barrolière (Familie)	1
Lundkvist, Erik	1
Schoen, Alfred	1
Striebeck, Otto	1
Klotter, Karl	1
Babkov, Valerij F.	1
Klönne, Adele	1
Haglund, David G.	1
Kamprath, Edith	1
Kamprath, Egbert	1
Gehrlicher, Werner (1939-)	1
Claus, Paul (1921-)	1
Jablonsky, Doris	1
Ringhand, Heide	1
Schwemmer, Josef	1
Huebner, Genia	1
Döring, Dietmar	1
Friesen-Schleinitz, Hans Dietrich von	1
Friesen-Schleinitz, Minna Luise von	1
Köller,	1
Schutzbar-Milchling,	1
Schutzbar,	1
Harth, Christian	1
Baither, Johanna	1
Sotnikov, Isaak B.	1
Gransalke, Rüdiger	1
Kapr, Fanny	1
Kneipel, Eberhard (1939-)	1
Hahn, Heinz	1
Jensen, Niels Martin	1
..., Hilde und Emmi	1
Klein, Jean	1
Engels, Huub	1
Gräbner, Magda	1
Gerlach,	1
Zimmermann, Johanna	1
Johne, Walter	1
Liebig, Johanna	1
Sachse, Marianne	1
Ficke, Elisabeth	1
Uhlemann, Johanna	1
Nigrini, Bianca	1
Nötzel, Hildegard	1
Nestler, Elisabeth	1
Ritscher, Hildegard	1
Bösewetter, Elly	1
Jacob, Margarete	1
Giebe, Johanna	1
Keil, Gertrud	1
Kahmann, Elisabeth	1
Kuniß, Johanna	1
Luft, Gertrud	1
Kajé, Ilse	1
Haßpacher, Elisabeth	1
Hartmann, Albert	1
Meschke, Rudolf	1
Schlegel, Helmut	1
Gesell, Martin	1
Bierig, Ella	1
Mende, Lisbeth	1
Scheithauer, Elisabeth	1
Kaiser, Rudolf	1
Mentzschel, Hans	1
Hempel, Artur	1
Nitsche, Karl	1
Huscher, Margarete	1
Haltenhof,	1
Hörig, Herbert	1
Hörig, Frida	1
Trommer, Erna	1
Mädiger,	1
Wünsch, Ernst	1
Wünsch, Hildegard	1
Haferland,	1
Vogel, Erna	1
Hilbig, Johanna	1
Hiller, Gertrud	1
Beyer, Gertrud	1
Thieme, Elsa	1
Thomann, Lina	1
Hermann, Anni	1
Henker, Bruno	1
..., Albert	1
Peter, Hedwig	1
Schiebel, Elsa	1
Stoye, Charlotte	1
Kunze, Helene	1
Kirchner, Margarete	1
Götze, Dora	1
Idczak, Katharina	1
Mirring, Frieda	1
Sehl, Margarete	1
Otto, Erna	1
Krause, Gertrud	1
Löne, Elsa	1
Göhlsch, Friedel	1
Dorstewitz, Ilse	1
Pehnert, Klara	1
Bley, Elsa	1
Krause, Elsa	1
Paatzsch, Johanna	1
Bellmann, Irene	1
Mörtz, Marie	1
Westphal, Jutta	1
Sendner, Beatrice	1
Hodgkinson, Mary M.	1
Foery, Charles	1
Erhard, Robert	1
Methler, Eckehard	1
Brenner, Gustl	1
Munthe af Morgenstierne, Alexandra C. von (1838-1881)	1
Stober, Walpurga	1
B., Gerhard	1
Goldfriedrich, Gertrud	1
Assmann, Vera	1
Schumann, Dora	1
Mohn, Martha	1
Binge, Lotte	1
Kiessig, Gertrud (1903-)	1
Kolb, Elsbeth	1
Ronnthaler, Dorothea	1
Ronnthaler, Olga	1
Weigelt, Johanna	1
Pick, Mietze	1
Straube, Else	1
Schramm, Dorothea	1
Bomann, Margarete	1
Friedel, Helene A.	1
Netsch, Elsa	1
Alex,	1
Spengler, Antonia	1
Koppel, Dora	1
Weise, M.	1
Dittmar, Kläre	1
Groß, Eugenie	1
Koschinsky, Erna	1
Barker,	1
Bölte,	1
Hörisch, Annemarie	1
Krosche,	1
Bergmann, Hanni	1
Sutter, Sabine	1
Kuhlwein, A.	1
Dietzold, Elise	1
Hemmann, Hulda	1
..., Brigitte	1
Bradshaw, Frances	1
Betzler, Carlheinz	1
Marek, Paul	1
Legner, Josef	1
Oberst, Annelies	1
Uebelen, Helene	1
Rechberg, Sophie von (1843-1914)	1
Bray,	1
Hermansson, Johann	1
Arkatov, Viktor S.	1
Rinecker, Babette	1
Kraemer, Louise	1
Galster, Louise	1
Weber, Barbara	1
Oser, Rudolf	1
Lampe, Annemarie	1
Rehmann, Lina	1
Stroehlin, Berthe	1
Artmann,	1
Fabian, Ursula	1
Erhard, Lina	1
Gromov, Gennadij N.	1
Karwath, Karl E. (1913-)	1
Levit, Boris Ju.	1
Haase,	1
Aryus, Reinhard	1
George, Elizabeth	1
Kommerell, Christian	1
Schied, Catherine	1
Schelbert, Rodolphe W.	1
Grimm, Stephanie	1
Lemberger, Hilde	1
Kabehel	1
Ramstedt, H.	1
Illing, M. von	1
Perwanger, Hanna	1
Langenfass, Hansjörg	1
Große Gorgemann, Hans Joachim	1
Tichonov,	1
Hurter, C. G.	1
Kluge, Rudolph	1
Schmiedel, Erich	1
Unverhau, Dagmar	1
Atabekov, Grigorij I.	1
Schudy, Gerhard (1915-)	1
Feckes, Carl	1
Escribano-Alberca, Ignacio (1928-)	1
Hesbert, René Jean	1
Huber, Sigfrido	1
Forbes, Dalston J.	1
Kuksewicz, Zdzislaw (1930-)	1
Nolan, Kieran	1
Burke, Thomas Patrick	1
Andreas (Pater)	1
Diener, Gangolf	1
Georgopulos, Nikolitsas D.	1
Muratidis, Konstantinos Dor.	1
Biesinger, Manuel	1
Kienitz, Erwin Roderich von	1
Mpratsiotes, Nikolaos Panagiotu	1
Gagnebet, Marie-Rosaire	1
